ko,n_a,n_b,eff_a,eff_b,cross_cos,rel_a,rel_b,reliable,clears_gate,contrast
AEBP1,390,526,0.8868584036827087,0.879935622215271,0.6238651871681213,0.5373188555240631,0.5532896399497986,True,True,Control+IFNγ
TMED10,54,66,2.1723334789276123,2.4045960903167725,0.624803900718689,0.3692028045654297,0.5512545347213745,False,False,Control+IFNγ
MT2A,145,211,1.440470576286316,0.9929810166358948,0.6279823780059814,0.48855736255645754,0.2519252449274063,False,False,Control+IFNγ
HLA-DRB5,263,408,1.0289530754089355,0.8115688562393188,0.6328380107879639,0.5295249998569489,0.4129906356334686,False,False,Control+IFNγ
RB1,197,289,0.9479090571403503,1.24117112159729,0.638049840927124,0.2973651885986328,0.5855356097221375,False,False,Control+IFNγ
EMP1,265,378,1.0033985376358032,0.8287429213523865,0.6386258602142334,0.45979278683662417,0.35067400336265564,False,False,Control+IFNγ
TXNDC17,139,215,1.8531391620635986,1.879455804824829,0.6402422189712524,0.6914033055305481,0.7302891254425049,True,True,Control+IFNγ
SMAD4,160,274,1.319583773612976,1.308861494064331,0.6447284817695618,0.46021890044212344,0.6167700171470643,False,False,Control+IFNγ
NPC1,198,320,1.1992312669754028,1.3294079303741455,0.649206817150116,0.43684638738632203,0.6780122876167297,False,False,Control+IFNγ
RNASEH2A,92,157,1.6418826580047607,1.6032044887542725,0.6608814597129822,0.38420903086662295,0.5010165631771087,False,False,Control+IFNγ
CDKN2B,255,413,1.0676671266555786,1.0856659412384033,0.6680936813354492,0.49121134281158446,0.5956853449344635,False,False,Control+IFNγ
TIMP1,147,229,1.637567400932312,1.2526601552963257,0.6714367270469666,0.5469034492969513,0.43305179178714753,False,False,Control+IFNγ
PSAP,226,330,1.2198818922042847,0.9810140132904053,0.6930165886878967,0.545295512676239,0.4675186455249786,False,False,Control+IFNγ
EIF3K,229,319,1.4042725563049316,1.2076818943023682,0.6972307562828064,0.6802529096603394,0.5769203662872314,True,True,Control+IFNγ
CTSD,331,478,1.2640572786331177,0.8882725238800049,0.7199655175209045,0.6548326969146728,0.5377259135246277,True,True,Control+IFNγ
CD63,222,351,1.2660882472991943,1.2708641290664673,0.7504539489746094,0.5440814375877381,0.6862454891204834,True,True,Control+IFNγ
CCND1,202,271,1.2000092267990112,1.3350930213928223,0.7516108751296997,0.5623620271682739,0.6300325393676758,True,True,Control+IFNγ
B2M,367,532,1.017896294593811,1.0487720966339111,0.7605911493301392,0.610861337184906,0.6681874632835388,True,True,Control+IFNγ
MRPL47,119,166,1.6988437175750732,1.7820805311203003,0.777511477470398,0.5377640843391418,0.6645606517791748,True,True,Control+IFNγ
CDKN1A,297,394,1.390798568725586,1.302197813987732,0.8363156318664551,0.7357231020927429,0.6887319803237915,True,True,Control+IFNγ
HNRNPC,67,55,1.262723684310913,1.5499582290649414,-0.2386097013950348,0.0164640580303967,0.1661087229847908,False,False,Control+Co-culture
SDCBP,181,243,1.1250951290130615,0.8031904101371765,-0.1602608561515808,0.374833881855011,0.24957671761512756,False,False,Control+Co-culture
VDAC2,137,235,1.2237658500671387,1.011739730834961,-0.10070154070854187,0.31873486936092377,0.3348663508892059,False,False,Control+Co-culture
ATP1B1,344,331,0.9915017485618591,0.7513635754585266,-0.08527054637670517,0.5427569389343262,0.32909268140792847,False,False,Control+Co-culture
NCL,46,45,1.6616512537002563,1.7042262554168701,-0.08495407551527023,0.1028329998254776,0.17830438911914825,False,False,Control+Co-culture
RNF213,159,205,1.0142531394958496,0.7337895631790161,-0.0842699259519577,0.14801282584667205,0.07894453704357147,False,False,Control+Co-culture
SLC5A3,178,260,1.0822467803955078,0.7897123694419861,-0.048042312264442444,0.3575226806104183,0.2609840422868729,False,False,Control+Co-culture
ST6GALNAC2,117,157,1.1117069721221924,0.8223687410354614,-0.03475910797715187,0.10891462527215481,0.023157035792246462,False,False,Control+Co-culture
FKBP4,192,216,1.0031148195266724,0.8291654586791992,-0.033662743866443634,0.34781969487667086,0.23832263350486754,False,False,Control+Co-culture
CTSB,282,371,0.7735665440559387,0.7078710198402405,-0.03337416797876358,0.28343058824539186,0.3225591480731964,False,False,Control+Co-culture
LGALS3BP,175,219,0.9896940588951111,0.9619947075843811,-0.031998321413993835,0.28469620943069457,0.35882082879543303,False,False,Control+Co-culture
RPSA,69,120,1.4143778085708618,1.0265281200408936,-0.02650856412947178,0.1841360531747341,0.10908331200480462,False,False,Control+Co-culture
ITGA3,218,265,0.9853829145431519,0.6278819441795349,-0.013386184349656105,0.40481569766998293,-0.06888507045805455,False,False,Control+Co-culture
AGA,321,381,0.6938198804855347,0.5558793544769287,-0.013224559836089611,0.2507717370986938,0.10661396235227585,False,False,Control+Co-culture
PROS1,167,203,1.1362733840942383,0.75316321849823,-0.010208521969616413,0.32901206612586975,-0.025506719946861267,False,False,Control+Co-culture
ISYNA1,163,198,0.9122531414031982,0.8772656321525574,-0.008449405431747437,0.10553615232929588,0.15187425762414933,False,False,Control+Co-culture
TIMP2,116,161,1.1902152299880981,0.8335050940513611,-0.004101651720702648,0.2284727528691292,0.07234404096379876,False,False,Control+Co-culture
AHNAK,321,309,0.8311895728111267,0.6307087540626526,-0.0014442623360082507,0.40581677854061127,0.1251310482621193,False,False,Control+Co-culture
FOXM1,79,76,1.369285225868225,1.267197847366333,0.00045610417146235704,0.16270895497873425,0.14433361813426018,False,False,Control+Co-culture
RNASEH2A,92,60,1.6418826580047607,1.9806835651397705,0.0018613457214087248,0.3970566391944885,0.33111951649189,False,False,Control+Co-culture
PYGB,172,179,0.8898026347160339,0.8337705731391907,0.0032131511252373457,0.13007784485816956,0.06789321936666966,False,False,Control+Co-culture
WNT7A,150,189,1.068116545677185,0.8768404126167297,0.007334964349865913,0.26240976601839067,0.17961835190653802,False,False,Control+Co-culture
GSEC,93,164,1.3578623533248901,0.9350478053092957,0.018934689462184906,0.21087804138660432,0.23095826506614686,False,False,Control+Co-culture
CD58,289,465,0.9664720296859741,0.5106639862060547,0.021815825253725052,0.5266840696334839,0.17637789472937584,False,False,Control+Co-culture
JPT1,150,185,0.920412003993988,0.8726958632469177,0.021964916959404945,0.13698676973581314,0.16694440990686416,False,False,Control+Co-culture
GAA,231,330,0.8797776103019714,0.5905981063842773,0.03110797330737114,0.3323309898376465,0.06757987514138222,False,False,Control+Co-culture
CDC123,88,96,1.1978111267089844,1.12227201461792,0.03757607564330101,0.14807785004377366,0.15405057668685912,False,False,Control+Co-culture
EEF1G,47,53,1.8282301425933838,1.6539095640182495,0.038350798189640045,0.227254456281662,0.2506175398826599,False,False,Control+Co-culture
E2F1,167,178,0.9075180292129517,1.0492445230484009,0.040649861097335815,0.1775011047720909,0.3622497498989105,False,False,Control+Co-culture
ACSL3,184,187,0.9336671829223633,0.9002617001533508,0.045336563140153885,0.1990459978580475,0.2185262620449066,False,False,Control+Co-culture
SLC7A5P1,144,198,0.9501352906227112,0.7679919004440308,0.05469219759106636,0.1110588438808918,0.07733782008290291,False,False,Control+Co-culture
CMSS1,258,338,0.9070616960525513,0.7211745381355286,0.0550573393702507,0.3427338570356369,0.29495843648910525,False,False,Control+Co-culture
CTSO,301,327,0.8197548389434814,0.7090763449668884,0.05659017339348793,0.2637427896261215,0.3246953785419464,False,False,Control+Co-culture
ST3GAL6-AS1,161,221,0.8957241773605347,0.795279860496521,0.07412724941968918,0.09279349893331527,0.19874750040471553,False,False,Control+Co-culture
TSC22D3,182,260,0.9499980211257935,0.8123030662536621,0.07834844291210175,0.18802311420440673,0.2708191752433777,False,False,Control+Co-culture
ENPP1,219,278,1.1557846069335938,0.6728695034980774,0.08057679235935211,0.47764283418655396,0.09915687814354897,False,False,Control+Co-culture
LGALS3,186,197,0.8649606108665466,0.8526610136032104,0.08132655918598175,0.19123581051826477,0.18661926686763763,False,False,Control+Co-culture
IRF4,174,231,0.9544742703437805,0.7265599370002747,0.08711715787649155,0.2401115119457245,0.058296139165759084,False,False,Control+Co-culture
NDUFA13,109,97,1.6167339086532593,1.3574647903442383,0.09232500940561295,0.4670508623123169,0.2732169210910797,False,False,Control+Co-culture
CST3,197,220,0.6985771656036377,0.7326251864433289,0.09430631250143051,-0.05611828062683344,0.12358315885066987,False,False,Control+Co-culture
UQCRH,64,75,1.2477397918701172,1.4511120319366455,0.10164009034633636,-0.05070652533322573,0.11060632839798927,False,False,Control+Co-culture
ARMC6,250,281,0.9067012667655945,0.6379634737968445,0.10539165884256363,0.33236742615699766,0.07641115337610245,False,False,Control+Co-culture
LY96,190,280,0.9006332755088806,0.908115565776825,0.10558340698480606,0.18860001266002654,0.43539167046546934,False,False,Control+Co-culture
JMJD7,204,351,0.9119294285774231,0.6182140111923218,0.10558626055717468,0.2330744296312332,0.1366403389722109,False,False,Control+Co-culture
HNRNPA1,177,239,1.0864802598953247,0.9395943284034729,0.10813970118761063,0.34305461645126345,0.38724095821380616,False,False,Control+Co-culture
CORO1A,266,260,0.6983867883682251,0.6549556851387024,0.11282046884298325,0.19320825785398482,0.07387474738061428,False,False,Control+Co-culture
DAG1,246,281,0.7304384708404541,0.7203963398933411,0.11345754563808441,0.16722270995378494,0.26190135180950164,False,False,Control+Co-culture
ILF2,53,45,1.5590876340866089,1.858961582183838,0.11482319235801697,0.10712294578552246,0.18273272216320038,False,False,Control+Co-culture
CD274,339,372,0.8038914799690247,0.5578572154045105,0.11637889593839645,0.35751665830612184,0.09385284595191479,False,False,Control+Co-culture
AEBP1,390,386,0.8868584036827087,0.613659679889679,0.12004045397043228,0.5694550037384033,0.1396604424342513,False,False,Control+Co-culture
UCN2,110,170,1.1307717561721802,1.0477896928787231,0.12101545929908752,0.09970538020133972,0.3206817299127579,False,False,Control+Co-culture
UQCRFS1,80,108,1.2293674945831299,1.0385034084320068,0.1259538233280182,0.07286455743014812,0.07080834656953812,False,False,Control+Co-culture
BZW2,281,326,0.7730391025543213,0.7155343294143677,0.12900732457637787,0.2055669456720352,0.31200143694877625,False,False,Control+Co-culture
SNHG6,135,198,0.9829241633415222,1.008913278579712,0.13022945821285248,0.0865819737315178,0.38858436346054076,False,False,Control+Co-culture
MT2A,145,183,1.440470576286316,0.8162574172019958,0.13049833476543427,0.5173036098480225,0.22282982468605042,False,False,Control+Co-culture
SDC3,166,270,0.9510049223899841,0.6933285593986511,0.13205896317958832,0.170707830786705,0.0969801074359566,False,False,Control+Co-culture
PABPC1,57,85,1.7529025077819824,1.946298360824585,0.13363240659236908,0.28875265419483187,0.42826894819736483,False,False,Control+Co-culture
LEF1-AS1,214,288,1.061584234237671,0.5954179167747498,0.14189299941062927,0.4159533023834229,0.06297476589679718,False,False,Control+Co-culture
NME1,157,205,1.0814961194992065,0.8679532408714294,0.14201423525810242,0.31793338656425474,0.2545443564653397,False,False,Control+Co-culture
JAK2,252,528,0.9711374044418335,4.934987545013428,0.14213348925113678,0.40992132723331454,0.9867724537849426,False,False,Control+Co-culture
SERPINA3,151,182,1.0194402933120728,0.7367295026779175,0.14633049070835114,0.2289011999964714,-0.068558505224064,False,False,Control+Co-culture
FRZB,194,226,0.7636045813560486,0.731778085231781,0.1521005779504776,0.0981954594142735,0.06474928921088577,False,False,Control+Co-culture
NSG1,187,222,0.8585665225982666,0.6744803786277771,0.15716877579689026,0.13917672336101533,0.026139388978481292,False,False,Control+Co-culture
PUF60,55,70,1.4050647020339966,1.285268783569336,0.1621571183204651,-0.003782464563846588,0.11611967561766505,False,False,Control+Co-culture
C19orf48,304,375,0.6969374418258667,0.5544043779373169,0.16236133873462677,0.1568233586847782,0.18909429907798767,False,False,Control+Co-culture
SAT1,175,212,0.9811757802963257,0.9001073837280273,0.16376768052577972,0.287773659825325,0.2505511909723282,False,False,Control+Co-culture
CSPG4,329,401,0.7762141823768616,0.622101366519928,0.166171595454216,0.3567898154258728,0.2744989782571793,False,False,Control+Co-culture
PET100,88,88,1.3369005918502808,1.4075425863265991,0.16658182442188263,0.2534128904342651,0.29790529906749724,False,False,Control+Co-culture
FMN1,273,321,0.9629135131835938,0.5298804044723511,0.16751082241535187,0.3909252524375916,0.015776786394417285,False,False,Control+Co-culture
BOLA2B,203,206,0.8323270082473755,0.9199755787849426,0.17207041382789612,0.17479181587696074,0.17889937609434128,False,False,Control+Co-culture
XAGE1A,100,143,1.2008998394012451,1.0637829303741455,0.1745082587003708,0.1785709463059902,0.2674295395612717,False,False,Control+Co-culture
S100A6,159,240,1.0226129293441772,0.7156733870506287,0.17539240419864655,0.250383061170578,0.08068080507218837,False,False,Control+Co-culture
STOM,164,235,1.0503675937652588,0.8154650926589966,0.1771082729101181,0.21251758486032485,0.25699392557144163,False,False,Control+Co-culture
UBC,56,75,1.8660327196121216,1.5229848623275757,0.17980410158634186,0.3153419494628906,0.2179276540875435,False,False,Control+Co-culture
PAICS,66,61,1.4304883480072021,1.623076319694519,0.17985272407531738,0.05425837934017182,0.14273793930187822,False,False,Control+Co-culture
VAT1,117,154,1.2801125049591064,0.8266483545303345,0.18129421770572662,0.2867004930973053,-0.055273838341236115,False,False,Control+Co-culture
TAPBP,141,169,1.4285740852355957,0.8018844127655029,0.1852305680513382,0.4750289559364319,-0.008670570701360703,False,False,Control+Co-culture
PFDN4,214,220,1.0684255361557007,0.908927321434021,0.18831999599933624,0.43345829248428347,0.3093575417995453,False,False,Control+Co-culture
DDX39A,157,218,0.935352087020874,0.9398745894432068,0.19158847630023956,0.07183598391711712,0.30078130066394804,False,False,Control+Co-culture
STAT1,124,386,1.1319085359573364,5.443589687347412,0.19438648223876953,0.1651342809200287,0.9843134999275207,False,False,Control+Co-culture
LINC00518,201,292,0.7908921837806702,0.565139889717102,0.19474786520004272,0.12246438711881638,-0.007232918962836265,False,False,Control+Co-culture
FBL,96,95,1.0689880847930908,1.1568390130996704,0.1957058161497116,0.01715939249843359,0.005005061347037554,False,False,Control+Co-culture
GAS5,211,308,1.0277680158615112,0.5984548330307007,0.19729293882846832,0.41180192232131957,0.0917645625770092,False,False,Control+Co-culture
HASPIN,128,162,1.1029694080352783,0.9353774785995483,0.1976604163646698,0.224368217587471,0.14727618992328645,False,False,Control+Co-culture
TRIM22,111,161,1.0768381357192993,0.8625357747077942,0.20210692286491394,0.024265426397323608,0.12142472267150879,False,False,Control+Co-culture
PPIA,150,209,0.9127564430236816,0.8686525225639343,0.2023143321275711,0.008762005902826785,0.2417875647544861,False,False,Control+Co-culture
NGFR,165,203,0.9653642773628235,0.8302053213119507,0.20289619266986847,0.16318893656134606,0.16305989027023315,False,False,Control+Co-culture
BOLA2,171,219,0.8645870089530945,0.7670034170150757,0.21154367923736572,0.09322541551664472,0.13181378841400146,False,False,Control+Co-culture
IFNGR2,215,603,0.9354559779167175,4.695130348205566,0.21664796769618988,0.29301226437091826,0.986026930809021,False,False,Control+Co-culture
CD59,320,403,0.7774677872657776,0.5421205759048462,0.2177046686410904,0.32693395018577576,0.079199892655015,False,False,Control+Co-culture
TP53,142,191,0.9600035548210144,1.1225687265396118,0.21877186000347137,0.07539630234241486,0.44848487973213197,False,False,Control+Co-culture
PSMB8-AS1,163,216,0.9927332401275635,0.9117978811264038,0.21877671778202057,0.20026447474956513,0.3326786458492279,False,False,Control+Co-culture
APOC2,323,349,0.7880196571350098,0.6080499291419983,0.21909712255001068,0.3518079578876495,0.11532953530550002,False,False,Control+Co-culture
SGK1,134,210,1.1893776655197144,0.7317917346954346,0.2198067158460617,0.3113599896430969,0.08221606835722924,False,False,Control+Co-culture
EVA1A,217,283,0.8476830124855042,0.6904932856559753,0.2200249880552292,0.2407805949449539,0.17604082282632588,False,False,Control+Co-culture
NPC2,171,267,1.104333519935608,0.6285674571990967,0.22032536566257477,0.3450210988521576,0.027066902071237565,False,False,Control+Co-culture
TIMM50,106,108,1.184346079826355,1.029456377029419,0.22127650678157806,0.12584050968289376,-0.06166886985301971,False,False,Control+Co-culture
SPINT1,162,235,0.9778775572776794,0.6678277850151062,0.2230580747127533,0.12173397559672594,0.045288960845209655,False,False,Control+Co-culture
SERPINF1,181,237,0.9944164752960205,0.6517588496208191,0.22383329272270203,0.2926678270101547,0.06821028292179107,False,False,Control+Co-culture
HLA-A,256,335,0.9511497020721436,0.6447388529777527,0.22542771697044373,0.4196712553501129,0.1246248722076416,False,False,Control+Co-culture
DNMT1,84,118,1.4328495264053345,1.4093432426452637,0.2278037667274475,0.16416336148977279,0.3726464509963989,False,False,Control+Co-culture
LAMP2,227,303,0.8208572864532471,0.6638407707214355,0.23048771917819977,0.18124470114707947,0.13439139053225518,False,False,Control+Co-culture
RTP4,209,281,0.9591541886329651,0.6102026104927063,0.23098991811275482,0.314711457490921,0.014107787609100341,False,False,Control+Co-culture
MFGE8,236,325,0.9580596089363098,0.5699771046638489,0.23267796635627747,0.363204824924469,0.018587539438158274,False,False,Control+Co-culture
NT5E,249,297,0.7714353799819946,0.5972871780395508,0.2335267812013626,0.23611167967319488,-0.009795519895851612,False,False,Control+Co-culture
KLF4,200,242,1.1216793060302734,0.8352243304252625,0.23599489033222198,0.409592068195343,0.19148643240332602,False,False,Control+Co-culture
APOD,304,352,0.7167860865592957,0.5482000708580017,0.23716533184051514,0.22937922179698944,-0.030045094341039656,False,False,Control+Co-culture
CGAS,195,265,1.0312012434005737,0.6346340179443359,0.240547314286232,0.24905669689178467,0.037476544827222825,False,False,Control+Co-culture
CCT3,52,65,1.3308167457580566,1.6131011247634888,0.24116574227809906,-0.08375130444765091,0.23151583671569825,False,False,Control+Co-culture
TYR,141,259,0.982336699962616,0.6696509718894958,0.2423340082168579,0.1668657273054123,0.07110377326607704,False,False,Control+Co-culture
TOP1MT,146,190,1.1572753190994263,1.086402416229248,0.24584512412548065,0.25860182344913485,0.3435900092124939,False,False,Control+Co-culture
NOLC1,82,100,1.2545956373214722,1.1741857528686523,0.24829617142677307,0.13969269543886184,0.12148957811295986,False,False,Control+Co-culture
HLA-F,229,305,0.7407807111740112,0.6742115020751953,0.24904106557369232,0.04927031360566616,0.21873816698789597,False,False,Control+Co-culture
STX7,147,213,0.9837465882301331,0.834727942943573,0.25064411759376526,0.0674982089549303,0.10032926872372627,False,False,Control+Co-culture
FSTL3,278,344,0.8082455396652222,0.5861961245536804,0.25180160999298096,0.2948504626750946,0.08407919816672801,False,False,Control+Co-culture
IFNGR1,202,414,1.200027346611023,4.928093433380127,0.2573155462741852,0.5224186837673187,0.9845107913017273,True,True,Control+Co-culture
GSN,276,317,1.002851128578186,0.5812565088272095,0.25771063566207886,0.502499771118164,0.10123390145599842,False,False,Control+Co-culture
DDR1,212,304,0.9962987899780273,0.6867432594299316,0.2583564817905426,0.36800883114337923,0.22609570175409316,False,False,Control+Co-culture
LRPAP1,176,285,1.011709451675415,0.7293513417243958,0.258513480424881,0.2469087928533554,0.24678898155689238,False,False,Control+Co-culture
SSR2,109,152,1.5203200578689575,0.9792526960372925,0.25946760177612305,0.4256362795829773,0.19127867370843887,False,False,Control+Co-culture
SHMT2,129,156,1.0727639198303223,1.0892961025238037,0.26153746247291565,0.14977885643020272,0.32654974460601804,False,False,Control+Co-culture
P2RX4,98,89,1.129386067390442,1.2053885459899902,0.2630625367164612,0.018002771772444248,0.06426222771406173,False,False,Control+Co-culture
LRRC75A-AS1,120,199,1.307308554649353,0.8237985372543335,0.26323890686035156,0.3010483682155609,0.13849887549877166,False,False,Control+Co-culture
CHCHD2,255,339,0.9372735619544983,0.7410352230072021,0.26574915647506714,0.433341783285141,0.3529291570186615,False,False,Control+Co-culture
HLA-DRB5,263,360,1.0289530754089355,0.5492796897888184,0.2746373116970062,0.48120275139808655,0.050658836215734485,False,False,Control+Co-culture
FBXO32,251,390,0.974197268486023,0.6396651268005371,0.2793540358543396,0.3880032479763031,0.2791883647441864,False,False,Control+Co-culture
TFAP2A,135,234,1.2909187078475952,0.8344308137893677,0.28029364347457886,0.3790906548500061,0.2605507582426071,False,False,Control+Co-culture
MC1R,196,241,1.1515226364135742,0.7421224117279053,0.2810891568660736,0.4445987820625305,0.18939432948827745,False,False,Control+Co-culture
HSPA1A,201,229,1.159416913986206,0.9463668465614319,0.2841978371143341,0.45999090671539306,0.3914992779493332,False,False,Control+Co-culture
SLC26A2,167,247,1.0189142227172852,0.7839473485946655,0.2878649830818176,0.25975425988435746,0.22554799914360046,False,False,Control+Co-culture
GPATCH4,156,219,0.9961531162261963,0.810878574848175,0.28878965973854065,0.15755248367786406,0.21921196579933167,False,False,Control+Co-culture
APOE,318,354,0.7199728488922119,0.5718942880630493,0.28941333293914795,0.25881125330924987,0.057787428796291354,False,False,Control+Co-culture
SCARB2,181,213,1.1898266077041626,0.7092008590698242,0.2920728027820587,0.4492604672908783,0.11217450350522995,False,False,Control+Co-culture
CKS1B,264,292,0.8135179877281189,0.8160303235054016,0.29474931955337524,0.3018753558397293,0.27284627258777616,False,False,Control+Co-culture
CD47,302,306,0.7188581824302673,0.7020401358604431,0.2954419255256653,0.24371908605098724,0.19078001827001573,False,False,Control+Co-culture
EEA1,185,280,0.9602309465408325,0.6640333533287048,0.2958814203739166,0.2331529140472412,0.06449458990246057,False,False,Control+Co-culture
CCR10,266,328,0.8344693779945374,0.6398138999938965,0.2984687387943268,0.27938642501831057,0.17801961600780486,False,False,Control+Co-culture
TTLL1,175,233,1.063807725906372,0.7951544523239136,0.2986358106136322,0.31842266023159027,0.23620612621307374,False,False,Control+Co-culture
GRN,194,273,1.0088682174682617,0.6579563021659851,0.2987346053123474,0.29184777438640597,0.195312562584877,False,False,Control+Co-culture
CTSA,284,297,0.7020419836044312,0.6856689453125,0.29900071024894714,0.13324350267648696,0.229888391494751,False,False,Control+Co-culture
TPP1,138,206,1.0196044445037842,0.7369117736816406,0.2991199195384979,0.11719543486833572,-0.019596821162849665,False,False,Control+Co-culture
JAK1,210,478,1.4051755666732788,5.067576885223389,0.299457848072052,0.6022349715232849,0.9845575809478759,True,True,Control+Co-culture
A2M,376,436,0.6393944621086121,0.6651994585990906,0.3007303476333618,0.27512554824352264,0.4027535140514374,False,False,Control+Co-culture
TIMP3,122,204,1.10428786277771,0.7213736772537231,0.3081013262271881,0.20482342839241027,-0.02398861534893513,False,False,Control+Co-culture
IDH2,254,356,0.8576509356498718,0.6842319965362549,0.3098487854003906,0.268566757440567,0.1817699685692787,False,False,Control+Co-culture
CDK4,242,242,0.819354236125946,0.8265645503997803,0.31179097294807434,0.13060329630970954,0.26403661370277404,False,False,Control+Co-culture
SLC19A1,105,193,1.135028600692749,0.8825529217720032,0.31606653332710266,0.039905807748436925,0.1702808141708374,False,False,Control+Co-culture
CDKN2A,224,270,0.9267043471336365,0.5886900424957275,0.3181207478046417,0.36586379408836367,0.06178217455744743,False,False,Control+Co-culture
SLC22A18,209,294,0.9767136573791504,0.6885783076286316,0.32102563977241516,0.315384042263031,0.21766761243343352,False,False,Control+Co-culture
CXCR4,204,301,1.1490193605422974,0.6550030708312988,0.3246892988681793,0.4293732702732086,0.17241745963692665,False,False,Control+Co-culture
SINHCAF,103,126,1.4796017408370972,1.4136520624160767,0.3265126645565033,0.35841081142425535,0.41347975134849546,False,False,Control+Co-culture
FOS,219,222,0.8738631010055542,0.8121897578239441,0.3276887834072113,0.23020044565200806,0.3036064565181732,False,False,Control+Co-culture
DDX17,222,233,1.1286388635635376,0.8764804005622864,0.3325643241405487,0.4657883644104004,0.3031451106071472,False,False,Control+Co-culture
RB1,197,303,0.9479090571403503,0.9105384945869446,0.33864808082580566,0.24642867147922515,0.4415327489376068,False,False,Control+Co-culture
MDH2,165,200,1.1942355632781982,0.9618440270423889,0.34158793091773987,0.30495153963565824,0.31285732090473173,False,False,Control+Co-culture
TM4SF1,158,218,1.0672224760055542,0.964353084564209,0.34196990728378296,0.26985402703285216,0.31540300846099856,False,False,Control+Co-culture
TGFB1,182,270,1.0899077653884888,0.6304579377174377,0.34273797273635864,0.3290370166301727,0.05829280689358711,False,False,Control+Co-culture
SP100,149,237,1.1617610454559326,1.0974533557891846,0.34442898631095886,0.2271401107311249,0.47007385492324827,False,False,Control+Co-culture
PIK3IP1,158,218,1.091003179550171,0.8476047515869141,0.3487989902496338,0.26746691390872,0.1678080562967807,False,False,Control+Co-culture
ATP5MD,151,213,1.1333156824111938,0.9929284453392029,0.3499167263507843,0.34481205940246584,0.3649780213832855,False,False,Control+Co-culture
CDK6,112,106,1.6448396444320679,1.4834989309310913,0.35008683800697327,0.5110759317874909,0.4113986074924469,False,False,Control+Co-culture
SET,123,166,1.309396743774414,1.0335330963134766,0.3543393313884735,0.32973687052726747,0.2942489951848984,False,False,Control+Co-culture
WBP2,125,225,0.9938234686851501,0.933851957321167,0.3648735582828522,0.05108749270439148,0.2958337664604187,False,False,Control+Co-culture
CD44,340,419,0.7395362854003906,0.5722664594650269,0.36587727069854736,0.36486806273460387,0.09771540090441704,False,False,Control+Co-culture
SEC11C,184,220,1.02232825756073,0.8291835188865662,0.36600595712661743,0.2986795037984848,0.2125353291630745,False,False,Control+Co-culture
S100B,189,216,0.8771423697471619,0.767903745174408,0.3680591881275177,0.18988070785999298,0.16585832908749581,False,False,Control+Co-culture
KDR,200,284,0.8757800459861755,0.6992336511611938,0.37197166681289673,0.19209044873714448,0.18808658719062804,False,False,Control+Co-culture
CDH19,335,380,0.7515485882759094,0.5771263837814331,0.37238457798957825,0.21961075365543364,0.13247218132019042,False,False,Control+Co-culture
HLA-E,205,258,1.174107551574707,0.9906627535820007,0.37265071272850037,0.41336995363235474,0.41853426694869994,False,False,Control+Co-culture
TAPBPL,154,236,1.2944915294647217,0.836852490901947,0.37343838810920715,0.40500336289405825,0.2850270181894302,False,False,Control+Co-culture
SPESP1,169,226,1.0376871824264526,0.9737379550933838,0.37807080149650574,0.22296747080981733,0.3892703652381897,False,False,Control+Co-culture
CDKN1A,297,358,1.390798568725586,0.6711167097091675,0.38008588552474976,0.7100803017616272,0.21325385421514512,False,False,Control+Co-culture
PSAP,226,280,1.2198818922042847,0.8150068521499634,0.38325783610343933,0.5540651202201843,0.31917200088500974,False,False,Control+Co-culture
PTMA,150,259,1.4975489377975464,1.1174649000167847,0.39432886242866516,0.5056013226509094,0.5085623443126679,True,True,Control+Co-culture
RBP7,164,240,1.105211853981018,0.7884911298751831,0.39780011773109436,0.32161098420619966,0.11742375046014786,False,False,Control+Co-culture
NEAT1,145,215,1.1302119493484497,0.8922312259674072,0.40699079632759094,0.26704502254724505,0.317761555314064,False,False,Control+Co-culture
SMAD3,176,272,1.2590389251708984,0.8023521304130554,0.4129730761051178,0.4543336033821106,0.29217311264947055,False,False,Control+Co-culture
SOX4,188,220,0.919856071472168,0.9902896285057068,0.41390180587768555,0.18086825162172318,0.3072477042675018,False,False,Control+Co-culture
NONO,166,213,1.1709667444229126,1.037050485610962,0.4199523627758026,0.37422210574150083,0.4217733025550842,False,False,Control+Co-culture
NUP50-AS1,153,262,1.11226487159729,0.7785726189613342,0.42111828923225403,0.2902169734239578,0.21430350840091705,False,False,Control+Co-culture
KCNN4,192,265,0.9656840562820435,0.7747483849525452,0.4284956753253937,0.2506825029850006,0.25053759962320327,False,False,Control+Co-culture
RAB27A,163,249,0.916778564453125,0.6768018007278442,0.43099701404571533,0.023120711743831634,0.030581042915582658,False,False,Control+Co-culture
C1QBP,178,194,1.5229815244674683,0.9340029358863831,0.4324032962322235,0.6198254346847534,0.28851816058158875,False,False,Control+Co-culture
IRF3,198,284,0.982082724571228,0.7881778478622437,0.4326896071434021,0.28313796818256376,0.35096771121025083,False,False,Control+Co-culture
GPNMB,209,287,1.0519952774047852,0.8074953556060791,0.4333220422267914,0.3557013928890228,0.27165433913469317,False,False,Control+Co-culture
IDI2-AS1,204,276,0.9655695557594299,0.8528692126274109,0.43381235003471375,0.23693250864744186,0.3185354083776474,False,False,Control+Co-culture
