split_type,cell_line,heldout_drug,observed_library_fraction,information_condition_mode,seed
leave_drug_out,MCF7,Divalproex Sodium,1.0,observed,1
leave_drug_out,MCF7,Divalproex Sodium,1.0,observed,4
leave_drug_out,MCF7,Droxinostat,1.0,observed,3
leave_drug_out,MCF7,ENMD-2076,1.0,observed,4
leave_drug_out,MCF7,Entacapone,1.0,observed,2
leave_drug_out,MCF7,Epothilone A,1.0,observed,3
leave_drug_out,MCF7,Epothilone A,1.0,observed,4
leave_drug_out,MCF7,FLLL32,1.0,observed,1
leave_drug_out,MCF7,Fasudil (HA-1077) HCl,1.0,observed,0
leave_drug_out,MCF7,"Fedratinib (SAR302503, TG101348)",1.0,observed,2
leave_drug_out,MCF7,"Fedratinib (SAR302503, TG101348)",1.0,observed,3
leave_drug_out,MCF7,Filgotinib (GLPG0634),1.0,observed,1
leave_drug_out,MCF7,Filgotinib (GLPG0634),1.0,observed,2
leave_drug_out,MCF7,Flavopiridol HCl,1.0,observed,4
leave_drug_out,MCF7,"Fluorouracil (5-Fluoracil, 5-FU)",1.0,observed,2
leave_drug_out,MCF7,"Fluorouracil (5-Fluoracil, 5-FU)",1.0,observed,3
leave_drug_out,MCF7,G007-LK,1.0,observed,1
leave_drug_out,MCF7,G007-LK,1.0,observed,3
leave_drug_out,MCF7,G007-LK,1.0,observed,4
leave_drug_out,MCF7,GSK J1,1.0,observed,2
leave_drug_out,MCF7,GSK-LSD1 2HCl,1.0,observed,1
leave_drug_out,MCF7,GSK-LSD1 2HCl,1.0,observed,3
leave_drug_out,MCF7,GSK1070916,1.0,observed,0
leave_drug_out,MCF7,GSK1070916,1.0,observed,3
leave_drug_out,MCF7,GSK1070916,1.0,observed,4
leave_drug_out,MCF7,Givinostat (ITF2357),1.0,observed,0
leave_drug_out,MCF7,Givinostat (ITF2357),1.0,observed,1
leave_drug_out,MCF7,Hesperadin,1.0,observed,0
leave_drug_out,MCF7,Hesperadin,1.0,observed,1
leave_drug_out,MCF7,INO-1001 (3-Aminobenzamide),1.0,observed,4
leave_drug_out,MCF7,Ivosidenib (AG-120),1.0,observed,4
leave_drug_out,MCF7,JNJ-7706621,1.0,observed,3
leave_drug_out,MCF7,KW-2449,1.0,observed,0
leave_drug_out,MCF7,Ki16425,1.0,observed,0
leave_drug_out,MCF7,Ki16425,1.0,observed,3
leave_drug_out,MCF7,Ki8751,1.0,observed,1
leave_drug_out,MCF7,Ki8751,1.0,observed,4
leave_drug_out,MCF7,Lapatinib (GW-572016) Ditosylate,1.0,observed,1
leave_drug_out,MCF7,Lapatinib (GW-572016) Ditosylate,1.0,observed,2
leave_drug_out,MCF7,Lenalidomide (CC-5013),1.0,observed,0
leave_drug_out,MCF7,Lenalidomide (CC-5013),1.0,observed,1
leave_drug_out,MCF7,Linifanib (ABT-869),1.0,observed,2
leave_drug_out,MCF7,Linifanib (ABT-869),1.0,observed,4
leave_drug_out,MCF7,Lomustine,1.0,observed,0
leave_drug_out,MCF7,Lomustine,1.0,observed,2
leave_drug_out,MCF7,Lomustine,1.0,observed,4
leave_drug_out,MCF7,M344,1.0,observed,0
leave_drug_out,MCF7,MC1568,1.0,observed,0
leave_drug_out,MCF7,MK-0752,1.0,observed,0
leave_drug_out,MCF7,MK-5108 (VX-689),1.0,observed,3
leave_drug_out,MCF7,MK-5108 (VX-689),1.0,observed,4
leave_drug_out,MCF7,Meprednisone,1.0,observed,0
leave_drug_out,MCF7,Meprednisone,1.0,observed,3
leave_drug_out,MCF7,Mercaptopurine (6-MP),1.0,observed,0
leave_drug_out,MCF7,Mercaptopurine (6-MP),1.0,observed,4
leave_drug_out,MCF7,Mocetinostat (MGCD0103),1.0,observed,1
leave_drug_out,MCF7,Motesanib Diphosphate (AMG-706),1.0,observed,4
leave_drug_out,MCF7,NVP-BSK805 2HCl,1.0,observed,4
leave_drug_out,MCF7,Navitoclax (ABT-263),1.0,observed,2
leave_drug_out,MCF7,Nilotinib (AMN-107),1.0,observed,4
leave_drug_out,MCF7,Obatoclax Mesylate (GX15-070),1.0,observed,2
leave_drug_out,MCF7,Ofloxacin,1.0,observed,0
leave_drug_out,MCF7,Ofloxacin,1.0,observed,1
leave_drug_out,MCF7,Ofloxacin,1.0,observed,3
leave_drug_out,MCF7,Ofloxacin,1.0,observed,4
leave_drug_out,MCF7,PD173074,1.0,observed,2
leave_drug_out,MCF7,PD173074,1.0,observed,3
leave_drug_out,MCF7,PD98059,1.0,observed,2
leave_drug_out,MCF7,PF-3845,1.0,observed,2
leave_drug_out,MCF7,PF-573228,1.0,observed,0
leave_drug_out,MCF7,PF-573228,1.0,observed,3
leave_drug_out,MCF7,PFI-1 (PF-6405761),1.0,observed,3
leave_drug_out,MCF7,PHA-680632,1.0,observed,3
leave_drug_out,MCF7,Panobinostat (LBH589),1.0,observed,3
leave_drug_out,MCF7,"Patupilone (EPO906, Epothilone B)",1.0,observed,2
leave_drug_out,MCF7,Pelitinib (EKB-569),1.0,observed,2
leave_drug_out,MCF7,Pirarubicin,1.0,observed,0
leave_drug_out,MCF7,Pracinostat (SB939),1.0,observed,1
leave_drug_out,MCF7,Prednisone,1.0,observed,0
leave_drug_out,MCF7,Prednisone,1.0,observed,1
leave_drug_out,MCF7,Quercetin,1.0,observed,0
leave_drug_out,MCF7,Quercetin,1.0,observed,2
leave_drug_out,MCF7,Quercetin,1.0,observed,3
leave_drug_out,MCF7,Quercetin,1.0,observed,4
leave_drug_out,MCF7,RG108,1.0,observed,3
leave_drug_out,MCF7,Raltitrexed,1.0,observed,4
leave_drug_out,MCF7,Ramelteon,1.0,observed,4
leave_drug_out,MCF7,Regorafenib (BAY 73-4506),1.0,observed,1
leave_drug_out,MCF7,Regorafenib (BAY 73-4506),1.0,observed,3
leave_drug_out,MCF7,Resminostat,1.0,observed,0
leave_drug_out,MCF7,Resminostat,1.0,observed,3
leave_drug_out,MCF7,"Roscovitine (Seliciclib,CYC202)",1.0,observed,0
leave_drug_out,MCF7,"Roscovitine (Seliciclib,CYC202)",1.0,observed,1
leave_drug_out,MCF7,"Roscovitine (Seliciclib,CYC202)",1.0,observed,4
leave_drug_out,MCF7,Ruxolitinib (INCB018424),1.0,observed,1
leave_drug_out,MCF7,Ruxolitinib (INCB018424),1.0,observed,4
leave_drug_out,MCF7,S-Ruxolitinib (INCB018424),1.0,observed,3
leave_drug_out,MCF7,S3I-201,1.0,observed,1
leave_drug_out,MCF7,S3I-201,1.0,observed,2
leave_drug_out,MCF7,S3I-201,1.0,observed,4
leave_drug_out,MCF7,SB431542,1.0,observed,1
leave_drug_out,MCF7,SB431542,1.0,observed,4
leave_drug_out,MCF7,SL-327,1.0,observed,0
leave_drug_out,MCF7,SL-327,1.0,observed,1
leave_drug_out,MCF7,SNS-314,1.0,observed,1
leave_drug_out,MCF7,SRT2104 (GSK2245840),1.0,observed,0
leave_drug_out,MCF7,SRT3025 HCl,1.0,observed,4
leave_drug_out,MCF7,Selisistat (EX 527),1.0,observed,0
leave_drug_out,MCF7,Selisistat (EX 527),1.0,observed,3
leave_drug_out,MCF7,Sirtinol,1.0,observed,3
leave_drug_out,MCF7,Sodium Phenylbutyrate,1.0,observed,4
leave_drug_out,MCF7,Sorafenib Tosylate,1.0,observed,4
leave_drug_out,MCF7,Streptozotocin (STZ),1.0,observed,4
leave_drug_out,MCF7,TG101209,1.0,observed,0
leave_drug_out,MCF7,TGX-221,1.0,observed,0
leave_drug_out,MCF7,TGX-221,1.0,observed,2
leave_drug_out,MCF7,TMP195,1.0,observed,2
leave_drug_out,MCF7,Tazemetostat (EPZ-6438),1.0,observed,3
leave_drug_out,MCF7,"Temsirolimus (CCI-779, NSC 683864)",1.0,observed,1
leave_drug_out,MCF7,Thiotepa,1.0,observed,2
leave_drug_out,MCF7,Tie2 kinase inhibitor,1.0,observed,4
leave_drug_out,MCF7,Tofacitinib (CP-690550) Citrate,1.0,observed,1
leave_drug_out,MCF7,Tofacitinib (CP-690550) Citrate,1.0,observed,2
leave_drug_out,MCF7,"Tozasertib (VX-680, MK-0457)",1.0,observed,2
leave_drug_out,MCF7,Trametinib (GSK1120212),1.0,observed,4
leave_drug_out,MCF7,Triamcinolone Acetonide,1.0,observed,2
leave_drug_out,MCF7,Triamcinolone Acetonide,1.0,observed,3
leave_drug_out,MCF7,Tucidinostat (Chidamide),1.0,observed,1
leave_drug_out,MCF7,Tucidinostat (Chidamide),1.0,observed,4
leave_drug_out,MCF7,UNC0379,1.0,observed,1
leave_drug_out,MCF7,UNC0379,1.0,observed,2
leave_drug_out,MCF7,UNC0379,1.0,observed,4
leave_drug_out,MCF7,UNC0631,1.0,observed,2
leave_drug_out,MCF7,UNC1999,1.0,observed,1
leave_drug_out,MCF7,UNC1999,1.0,observed,2
leave_drug_out,MCF7,Veliparib (ABT-888),1.0,observed,0
leave_drug_out,MCF7,WHI-P154,1.0,observed,1
leave_drug_out,MCF7,WP1066,1.0,observed,2
leave_drug_out,MCF7,WP1066,1.0,observed,4
leave_drug_out,MCF7,XAV-939,1.0,observed,3
leave_drug_out,MCF7,Zileuton,1.0,observed,1
